h,delta,p,theta,file
22.608451,24.448306,0.075873,73.487500,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T073418C3o.log"
22.926033,24.448341,0.075870,73.638400,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T073532C3o.log"
19.648106,24.444041,0.075879,71.617500,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T072229C3o.log"
19.038937,24.448197,0.075868,71.162700,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T072002C3o.log"
21.680440,24.444104,0.075868,72.993800,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T073036C3o.log"
18.413881,24.448165,0.075872,70.668500,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T071733C3o.log"
19.344526,24.452362,0.075755,71.408100,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T072116C3o.log"
21.385313,24.444116,0.075852,72.781700,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T072923C3o.log"
25.977840,24.452617,0.075893,74.940800,"./20260207/executor/images/2026A-1000/20260130093000/0/20260207T074745C3o.log"
17.364958,24.452298,0.075872,69.719400,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T071719C3o.log"
19.212273,24.448214,0.075893,71.294600,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072439C3o.log"
20.801950,24.444081,0.075883,72.399000,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073102C3o.log"
22.658602,24.444166,0.075876,73.485300,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073825C3o.log"
24.671283,24.444243,0.075879,74.413300,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T074628C3o.log"
26.216501,24.452659,0.075880,75.025200,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T075237C3o.log"
17.975163,24.443984,0.075878,70.238900,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T071945C3o.log"
25.598472,24.448452,0.075878,74.810600,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T075010C3o.log"
18.893760,24.448180,0.075869,71.017000,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072325C3o.log"
22.351558,24.452485,0.075881,73.320600,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073712C3o.log"
25.294660,24.448448,0.075883,74.671500,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T074856C3o.log"
24.373729,24.444251,0.075873,74.309000,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T074515C3o.log"
19.823017,24.444057,0.075875,71.737700,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072706C3o.log"
20.188954,24.452391,0.075881,72.023500,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072835C3o.log"
22.045968,24.448318,0.075881,73.144600,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073558C3o.log"
18.291177,24.452348,0.075872,70.521300,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072059C3o.log"
18.589111,24.448181,0.075877,70.793100,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072211C3o.log"
26.519115,24.444343,0.075875,75.098700,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T075349C3o.log"
21.727493,24.448283,0.075871,73.016800,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073443C3o.log"
24.059294,24.452547,0.075879,74.229300,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T074402C3o.log"
25.911051,24.448489,0.075886,74.879400,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T075123C3o.log"
21.426888,24.448283,0.075879,72.795300,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073330C3o.log"
24.989794,24.452611,0.075868,74.573000,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T074742C3o.log"
19.514461,24.452379,0.075876,71.531900,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072553C3o.log"
17.681705,24.443998,0.075869,69.949000,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T071833C3o.log"
20.506611,24.444092,0.075880,72.206700,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T072949C3o.log"
21.121202,24.452448,0.075880,72.658800,"./20260206/executor/images/2026A-1000/20260130093000/0/20260206T073216C3o.log"
71.551936,34.469619,0.075898,78.356500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T052244C3o.log"
71.849303,34.473877,0.075936,78.264800,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T052356C3o.log"
39.972000,34.464130,0.076018,91.378700,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031643C3o.log"
78.372941,34.468114,0.075837,75.604900,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T054958C3o.log"
62.883873,34.467302,0.075827,81.929400,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044810C3o.log"
70.632661,34.473494,0.075999,78.657800,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T051904C3o.log"
39.343492,34.455735,0.076154,91.114800,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031415C3o.log"
61.962069,34.462943,0.075825,82.263800,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044430C3o.log"
61.346214,34.471151,0.075879,82.510300,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044202C3o.log"
62.279765,34.471351,0.075901,82.151400,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044543C3o.log"
71.233424,34.469507,0.075831,78.573400,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T052130C3o.log"
70.314277,34.465053,0.075984,78.870400,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T051750C3o.log"
61.664719,34.462892,0.075931,82.393000,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044316C3o.log"
39.672870,34.472448,0.076132,91.359600,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031529C3o.log"
52.274914,34.465479,0.075942,86.109100,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040548C3o.log"
80.501022,34.469177,0.075704,74.684900,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055829C3o.log"
51.352541,34.469520,0.075957,86.487500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040207C3o.log"
87.328588,34.477939,0.076098,71.622300,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062543C3o.log"
79.583121,34.472860,0.075946,75.109900,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055450C3o.log"
40.590519,34.464194,0.076070,91.112200,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031909C3o.log"
52.573917,34.469681,0.075914,86.043300,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040700C3o.log"
62.578863,34.467243,0.075904,82.110300,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044656C3o.log"
69.698555,34.473198,0.075902,79.178100,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T051522C3o.log"
79.284202,34.472717,0.075963,75.174100,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055337C3o.log"
51.032333,34.461135,0.075830,86.673300,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040053C3o.log"
87.936357,34.474296,0.075660,71.414100,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062810C3o.log"
80.196182,34.477346,0.075901,74.825400,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055716C3o.log"
51.654935,34.465389,0.075802,86.351000,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040321C3o.log"
63.494557,34.471609,0.075911,81.591500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T045035C3o.log"
70.930088,34.469417,0.075721,78.627500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T052016C3o.log"
87.012122,34.477671,0.075993,71.762500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062430C3o.log"
39.056048,34.455732,0.075861,91.661400,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031302C3o.log"
85.795876,34.472553,0.075922,72.378000,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T061936C3o.log"
40.884634,34.472541,0.075839,90.878700,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T032022C3o.log"
87.631690,34.482360,0.075976,71.445100,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062657C3o.log"
50.424781,34.469389,0.075996,86.811000,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T035827C3o.log"
38.729168,34.472350,0.076028,91.826500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031148C3o.log"
70.015263,34.464973,0.075717,79.068200,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T051636C3o.log"
79.897210,34.473032,0.075853,74.986800,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055603C3o.log"
86.714117,34.477428,0.075804,71.942900,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062317C3o.log"
63.808906,34.463347,0.075746,81.475700,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T045151C3o.log"
78.985192,34.476738,0.076015,75.255500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055224C3o.log"
86.089635,34.472759,0.075781,72.211500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062049C3o.log"
40.266068,34.464145,0.075911,91.135200,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T031756C3o.log"
85.477722,34.480626,0.075977,72.538200,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T061822C3o.log"
52.878962,34.461392,0.075764,85.816700,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040814C3o.log"
50.739150,34.461107,0.075894,86.749000,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T035940C3o.log"
78.671941,34.468245,0.075929,75.428900,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T055111C3o.log"
51.956550,34.465425,0.075898,86.251500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T040434C3o.log"
86.408593,34.481349,0.075827,72.145500,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T062203C3o.log"
41.185483,34.455903,0.075646,90.713100,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T032134C3o.log"
72.158510,34.465648,0.075701,78.296300,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T052510C3o.log"
63.196425,34.467380,0.075858,81.756200,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T044923C3o.log"
78.053840,34.476288,0.075832,75.796900,"./20260201/executor/images/2026A-1000/20260131063930/0/20260201T054843C3o.log"
63.695978,24.453230,0.075891,74.679800,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101419C3o.log"
64.915717,24.449396,0.075851,74.447500,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101911C3o.log"
59.813656,24.452303,0.075872,75.363000,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T095849C3o.log"
64.000537,24.453301,0.075904,74.619400,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101533C3o.log"
62.458878,24.457067,0.076045,75.004900,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T100923C3o.log"
58.894047,24.447956,0.075902,75.516700,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T095508C3o.log"
58.578877,24.456200,0.075922,75.559300,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T095355C3o.log"
64.312900,24.453408,0.075878,74.598200,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101645C3o.log"
63.391253,24.457327,0.075873,74.732200,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101305C3o.log"
60.732871,24.456670,0.075886,75.214500,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T100229C3o.log"
63.072970,24.448893,0.075901,74.784100,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101151C3o.log"
62.776288,24.448839,0.075943,74.869900,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101037C3o.log"
61.041192,24.448407,0.075858,75.165800,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T100343C3o.log"
60.434923,24.452447,0.075875,75.261500,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T100117C3o.log"
59.194957,24.447998,0.075859,75.461200,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T095622C3o.log"
64.611510,24.457645,0.075889,74.537000,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T101758C3o.log"
59.511566,24.456417,0.075886,75.411400,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T095736C3o.log"
60.119088,24.452359,0.075898,75.310100,"./20260208/executor/images/2026A-1000/20260130093000/0/20260208T100003C3o.log"
